Abgliophragma setosum
Gnomonia curvirostra
Gnomonia cylindrospora
Gnomonia dalibardae
Gnomonia dilacerans
Gnomonia dispora
Gnomonia echinopis
Gnomonia elaeocarpa
Gnomonia empetri
Gnomonia epidermidis
Gnomonia extremiorientalis
Gnomonia fagi
Gnomonia fahrendorffii
Gnomonia fimbriata
Gnomonia fumanae
Gnomonia geranii-macrorrhizi
Gnomonia gnomon
Gnomonia graphis
Gnomonia grewiae
Gnomonia heimii
Gnomonia hieracii
Gnomonia hsienjenchang
Gnomonia incrassata
Gnomonia jaczewskii
Gnomonia kisslingii
Gnomonia kodaikanalensis
Gnomonia leightonii
Gnomonia lithocarpicola
Gnomonia litseae
Gnomonia lonicerae
Gnomonia lysimachiae
Gnomonia mangiferae
Gnomonia manihotis
Gnomonia megalocarpa
Gnomonia milleri
Gnomonia monodii
Gnomonia nantensis
Gnomonia neognomon
Gnomonia nerviseda
Gnomonia nervisequa
Gnomonia norvegica
Gnomonia orcispora
Gnomonia orientalis
Gnomonia oryzae
Gnomonia palustris
Gnomonia papuana
Gnomonia pecanae
Gnomonia peckii
Gnomonia pendulorum
Gnomonia petrophilae
Gnomonia ploettneriana
Gnomonia polyasca
Gnomonia pratensis
Gnomonia pruni
Gnomonia prunicola
Gnomonia pseudoamoena
Gnomonia pulcherrima
Gnomonia queenslandica
Gnomonia quercicola
Gnomonia quercus-borealis
Gnomonia radicicola
Gnomonia raui
Gnomonia rhoicola
Gnomonia rhoina
Gnomonia ribicola
Gnomonia ribis
Gnomonia riparia
Gnomonia robertiani
Gnomonia rodmanii
Gnomonia salicina
Gnomonia salicis-auritae
Gnomonia salina
Gnomonia scitaminearum
Gnomonia sentierensis
Gnomonia sibbaldiae
Gnomonia sieversiae
Gnomonia similisetacea
Gnomonia skiftei
Gnomonia skokomishica
Gnomonia stahlii
Gnomonia tetraspora
Gnomonia tithymalina
Gnomonia triostei
Gnomonia vallesiaca
Gnomonia vepris
Gnomonia vescae
Gnomonia viburni-opuli
Gnomonia virginianae
Gnomonia vitis-idaeae
Gnomoniella abortiva
Gnomoniella albomaculans
Gnomoniella alnobetulae
Gnomoniella ammannii
Gnomoniella asparagina
Gnomoniella avellanae
Gnomoniella bavarica
Gnomoniella borealis
Gnomoniella cassiae
Gnomoniella dimorphospora
Gnomoniella haraeana
Gnomoniella hyparctica
Gnomoniella indica
Gnomoniella kriegeriana
Gnomoniella lignicola
Gnomoniella lithocarpicola
Gnomoniella microspora
Gnomoniella nothofagi
Gnomoniella papillostoma
Gnomoniella pongamiae
Gnomoniella quadriguttulata
Gnomoniella rubicola
Gnomoniella tubaeformis
Gnomoniella ulmi
Gnomoniella vasarii
Gnomoniella veronicae
Gnomoniella zemgalensis
Gnomoniopsis alderdunensis
Gnomoniopsis chamaemori
Gnomoniopsis clavulata
Gnomoniopsis comari
Gnomoniopsis fructicola
Gnomoniopsis guttulata
Gnomoniopsis idaeicola
Gnomoniopsis macounii
Gnomoniopsis occulta
Gnomoniopsis paraclavulata
Gnomoniopsis racemula
Gnomoniopsis sanguisorbae
Gnomoniopsis smithogilvyi
Gnomoniopsis tormentillae
Godronia alpina
Godronia andromedae
Godronia belonospora
Godronia bethelii
Godronia callunigena
Godronia cassandrae
Godronia cephalanthi
Godronia confertus
Godronia davidsonii
Godronia daviesiae
Godronia diervillae
Godronia empetri
Godronia foliicola
Godronia fuckeliana
Godronia fuliginosa
Godronia fusispora
Godronia graminum
Godronia grossulariae
Godronia jamaicensis
Godronia juniperi
Godronia kalmiae
Godronia ladina
Godronia lantanae
Godronia ledi
Godronia lobata
Godronia lonicerae
Godronia luteola
Godronia menziesiae
Godronia muehlenbeckii
Godronia multispora
Godronia myrtilli
Godronia parasitica
Godronia pineti
Godronia radulicola
Godronia raduloides
Godronia rhabdospora
Godronia rhamniella
Godronia rhois
Godronia ribis
Godronia rosae
Godronia spiraeae
Godronia splendida
Godronia symphoricarpi
Godronia thapsi
Godronia tumoricola
Godronia turbinata
Godronia uberiformis
Godronia urceolus
Godronia urniformis
Godronia viburni
Godronia zelleri
Godroniopsis nemopanthi
Godroniopsis peckii
Godroniopsis quernea
Goffeauzyma aciditolerans
Goffeauzyma agrionensis
Goffeauzyma gastrica
Goffeauzyma gilvescens
Goffeauzyma iberica
Goffeauzyma metallitolerans
Goidanichiella barronii
Goidanichiella cylindrospora
Goidanichiella sphaerospora
Golovinomyces adenophorae
Golovinomyces ambrosiae
Golovinomyces americanus
Golovinomyces andinus
Golovinomyces arabidis
Golovinomyces artemisiae
Golovinomyces asterum
Golovinomyces biocellatus
Golovinomyces brunneopunctatus
Golovinomyces calceolariae
Golovinomyces californicus
Golovinomyces caulicola
Golovinomyces chrysanthemi
Golovinomyces cichoracearum
Golovinomyces circumfusus
Golovinomyces clematidis
Golovinomyces cucurbitacearum
Golovinomyces cynoglossi
Golovinomyces depressus
Golovinomyces echinopis
Golovinomyces euphorbiicola
Golovinomyces fischeri
Golovinomyces franseriae
Golovinomyces greeneanus
Golovinomyces hydrophyllacearum
Golovinomyces hyoscyami
Golovinomyces immersus
Golovinomyces inulae
Golovinomyces laporteae
Golovinomyces macrocarpus
Golovinomyces magnicellulatus
Golovinomyces monardae
Golovinomyces montagnei
Golovinomyces neosalviae
Golovinomyces orontii
Golovinomyces poonaensis
Golovinomyces prenanthis
Golovinomyces pseudosepultus
Golovinomyces riedlianus
Golovinomyces robustus
Golovinomyces rogersonii
Golovinomyces rubiae
Golovinomyces salviae
Golovinomyces senecionis
Golovinomyces simplex
Golovinomyces sonchicola
Golovinomyces sordidus
Golovinomyces spadiceus
Golovinomyces sparsus
Golovinomyces valerianae
Golovinomyces verbasci
Golovinomyces verbenae
Gomezina araguata
Gomphidius alachuanus
Gomphidius borealis
Gomphidius flavipes
Gomphidius glutinosus
Gomphidius griseovinaceus
Gomphidius largus
Gomphidius maculatus
Gomphidius nigricans
Gomphidius oregonensis
Gomphidius pseudoflavipes
Gomphidius pseudomaculatus
Gomphidius roseus
Gomphidius septentrionalis
Gomphidius smithii
Gomphidius subroseus
Gomphidius tyrrhenicus
Gomphillus americanus
Gomphinaria atra
Gomphogaster leucosarx
Gomphus albidocarneus
Gomphus brasiliensis
Gomphus brunneus
Gomphus calakmulensis
Gomphus cavipes
Gomphus clavatus
Gomphus crassipes
Gomphus ludovicianus
Gomphus megasporus
Gomphus ochraceus
Gomphus orientalis
Gomphus pleurobrunnescens
Gomphus szechwanensis
Gomphus thiersii
Gomphus yunnanensis
Gonapodya bohemica
Gonapodya polymorpha
Gonapodya siliquiformis
Gonapodya terrestris
Gonatobotrys africanus
Gonatobotrys blighiae
Gonatobotrys complex
Gonatobotrys flavus
Gonatobotrys heterosporus
Gonatobotrys lateritius
Gonatobotrys pyriformis
Gonatobotryum apiculatum
Gonatobotryum bahiense
Gonatobotryum bimorphosporum
Gonatobotryum fuscum
Gonatobotryum indicum
Gonatobotryum maculicola
Gonatobotryum parasiticum
Gonatobotryum piceae
Gonatobotryum sclerotigenum
Gonatophragmiella didymospora
Gonatophragmiopsis verrucosa
Gonatophragmium daedalacanthi
Gonatophragmium deightonii
Gonatophragmium epilobii
Gonatophragmium jarwaensis
Gonatophragmium justiciae
Gonatophragmium kuanense
Gonatophragmium kushinagarensis
Gonatophragmium lamiacearum
Gonatophragmium lichenophilum
Gonatophragmium mangiferae
Gonatophragmium mayteni
Gonatophragmium moracearum
Gonatophragmium mori
Gonatophragmium obscurum
Gonatophragmium pogostemonis
Gonatophragmium semilunatum
Gonatophragmium triuniae
Gonatorrhodum clerodendri
Gonatorrhodum speciosum
Gongronella brasiliensis
Gongronella butleri
Gongronella guangdongensis
Gongronella koreana
Gongronella lacrispora
Gongronella orasabula
Goniosporium unilaterale
Gonohymenia schleicheri
Gonyella typica
Gonytrichum indicum
Gonytrichum macrocladum
Gonytrichum mirabile
Gonytrichum ypsilosporum
Goosia melastomatis
Goosiella helicospora
Goosiomyces bambusicola
Goosiomyces digitatus
Goplana andina
Goplana aporosae
Goplana australis
Goplana cissi
Goplana concinna
Goplana dioscoreae-alatae
Goplana ecuadorica
Goplana espeletiae
Goplana indica
Goplana micheliae
Goplana mirabilis
Goplana ribis-andicolae
Gordonomyces mucovaginatus
Gorgomyces honrubiae
Gorgomyces hungaricus
Gorgoniceps arctica
Gorgoniceps aridula
Gorgoniceps baccharidis
Gorgoniceps barbilophoziae
Gorgoniceps boltonii
Gorgoniceps brasiliensis
Gorgoniceps candida
Gorgoniceps charnwoodensis
Gorgoniceps clelandii
Gorgoniceps delicatula
Gorgoniceps dinemasporioides
Gorgoniceps hypothallosa
Gorgoniceps kirschsteinii
Gorgoniceps kuitoensis
Gorgoniceps kuitonsis
Gorgoniceps laricina
Gorgoniceps marginata
Gorgoniceps micrometra
Gorgoniceps moelleriana
Gorgoniceps montanensis
Gorgoniceps ontariensis
Gorgoniceps phragmospora
Gorgoniceps pumilionis
Gorgoniceps rubicola
Gorgoniceps taveliana
Gorgoniceps tremellina
Gorgoniceps vernoniicola
Gorgoniceps viridula
Gorgonomyces haynaldii
Gorodkoviella groenlandica
Govindua shoreae
Gracilistilbella bambusae
Gracilistilbella clavulata
Gracilistilbella pseudobambusae
Graddonia coracina
Graddonidiscus californicus
Graddonidiscus coruscatus
Graddonidiscus hispanicus
Grahamiella dryadis
Grahamiella variabile
Grallomyces portoricensis
Gramincola gracilis
Graminella bulbosa
Graminella microspora
Graminella ophiuroidea
Grammothele africana
Grammothele bambusicola
Grammothele boliviana
Grammothele brasilensis
Grammothele ceracea
Grammothele crocicreas
Grammothele crocistroma
Grammothele delicatula
Grammothele denticulata
Grammothele effusoreflexa
Grammothele fuligo
Grammothele glauca
Grammothele hainanensis
Grammothele lacticolor
Grammothele lineata
Grammothele ochracea
Grammothele pseudomappa
Grammothele pulchella
Grammothele quercina
Grammothele subargentea
Grammothele venezuelica
Grammothelopsis asiatica
Grammothelopsis bambusicola
Grammothelopsis incrustata
Grammothelopsis macrospora
Grammothelopsis neotropica
Grammothelopsis puiggarii
Grammothelopsis subtropica
Grandibotrys pseudotheobromae
Grandibotrys xylophilus
Grandigallia dictyospora
Grandinia braunii
Grandinia cinereoviolacea
Grandinia lividocarnea
Grandinia luteocinerea
Grandinia sulphureo-ochracea
Grandinia taquarae
Granmamyces bissei
Granulobasidium vellereum
Granulodiplodia abnormis
Granulodiplodia adelinensis
Granulodiplodia granulosa
Granulodiplodia granulosella
Granulodiplodia megalospora
Granulodiplodia stangeriae
Graphidastra laii
Graphilbum brunneocrinitum
Graphilbum crescericum
Graphilbum curvicolle
Graphilbum fragrans
Graphilbum microcarpum
Graphilbum nigrum
Graphilbum pleomorphum
Graphilbum rectangulosporium
Graphilbum tsugae
Graphilbum tubicolle
Graphina anguina
Graphina brunnthaleri
Graphina cleistoblephara
Graphina coccospora
Graphina componens
Graphina pauciloculata
Graphina platycarpa
Graphina polyclades
Graphina ruiziana
Graphina streblocarpa
Graphiocladiella clavigera
Graphiola applanata
Graphiola arengae
Graphiola borassi
Graphiola cocoina
Graphiola cylindrica
Graphiola cylindrospora
Graphiola geonomae
Graphiola macrospora
Graphiola phoenicis
Graphiola thaxteri
Graphiola trachycarpi
Graphiopsis chlorocephala
Graphiothecium fresenii
Graphiothecium kusanoi
Graphiothecium phyllogenum
Graphis acharii
Graphis albidofarinacea
Graphis albotecta
Graphis alpestris
Graphis analoga
Graphis anfractuosa
Graphis antillarum
Graphis aperiens
Graphis apertella
Graphis appendiculata
Graphis archeri
Graphis breussii
Graphis brittoniae
Graphis bulacana
Graphis caesiella
Graphis carassensis
Graphis caribica
Graphis centrifuga
Graphis cerradensis
Graphis cervina
Graphis chrysocarpa
Graphis cinerea
Graphis cinnamomea
Graphis colliculoides
Graphis collinsiae
Graphis crassilabra
Graphis crebra
Graphis crystallifera
Graphis cupei
Graphis dealbata
Graphis dendrogramma
Graphis descissa
Graphis disserpens
Graphis duplicata
Graphis dussii
Graphis eimeoensis
Graphis elegans
Graphis elevata
Graphis elevativerrucosa
Graphis elixiana
Graphis emersa
Graphis epimelaeana
Graphis filiformis
Graphis flavopalmicola
Graphis galactoderma
Graphis geraensis
Graphis glaucescens
Graphis gloriosensis
Graphis guangdongensis
Graphis haleana
Graphis hinnulea
Graphis hyphosa
Graphis illota
Graphis immersella
Graphis intricata
Graphis invisibilis
Graphis isidiza
Graphis itatiaiensis
Graphis knucklensis
Graphis kollaimalaiensis
Graphis leprographa
Graphis librata
Graphis lineola
Graphis longula
Graphis lueckingii
Graphis lumbricina
Graphis macella
Graphis maharashtrana
Graphis manipurensis
Graphis marginata
Graphis maritima
Graphis marusae
Graphis modesta
Graphis neoelongata
Graphis neoraensis
Graphis nigrocarpa
Graphis obtectostriata
Graphis panhalensis
Graphis paranaensis
Graphis parilis
Graphis parvicarpa
Graphis pavoniana
Graphis pedunculata
Graphis pinicola
Graphis proserpens
Graphis pseudoanaloga
Graphis pseudosophistica
Graphis renschiana
Graphis rigidula
Graphis sapii
Graphis sauroidea
Graphis saxicola
Graphis sayeri
Graphis schiffneri
Graphis schroederi
Graphis serpens
Graphis srilankensis
Graphis stellata
Graphis stenotera
Graphis stipitata
Graphis striatula
Graphis subamylacea
Graphis subducta
Graphis subimmersa
Graphis subolivacea
Graphis subserpentina
Graphis subvirginea
Graphis sundarbanensis
Graphis supracola
Graphis symplecta
Graphis tenella
Graphis tenuirima
Graphis tetralocularis
Graphis verruciformis
Graphis vestitoides
Graphis vinosa
Graphis virescens
Graphis xanthospora
Graphis xylophaga
Graphium adansoniae
Graphium adustum
Graphium ailanthi
Graphium albiziae
Graphium albonigrescens
Graphium album
Graphium altissimum
Graphium ambrosiigerum
Graphium angamosense
Graphium aphthosae
Graphium atrovirens
Graphium basitruncatum
Graphium bolivarii
Graphium bulbicola
Graphium caliciiforme
Graphium carbonarium
Graphium cicadicola
Graphium clavula
Graphium coffeae
Graphium comatrichoides
Graphium coralloides
Graphium cylindricum
Graphium dubautiae
Graphium dulcamarae
Graphium euwallaceae
Graphium fabiforme
Graphium filfilense
Graphium fissum
Graphium flexuosum
Graphium fructicola
Graphium geranii
Graphium guttuliferum
Graphium hamamelidis
Graphium hendersonulae
Graphium indicum
Graphium irradians
Graphium jumulu
Graphium klebahnii
Graphium laricis
Graphium ligulariae
Graphium madagascariense
Graphium malorum
Graphium melanotes
Graphium minutellum
Graphium pallescens
Graphium paspali
Graphium penicillioides
Graphium perpusillum
Graphium pseudormiticum
Graphium pycnocephalum
Graphium pyrinum
Graphium rigidum
Graphium rubrum
Graphium samogiticum
Graphium scolytodis
Graphium silanum
Graphium simplex
Graphium sordidiceps
Graphium terricola
Graphium trifolii
Graphium variabile
Graphium volkartianum
Graphium wuweiense
Graphium xanthocephalum
Graphostroma platystomum
Graphyllium caracolinense
Graphyllium chloes
Graphyllium dasylirii
Graphyllium graminis
Graphyllium hysterioides
Graphyllium ipomoeae
Graphyllium manitobense
Graphyllium panduratum
Graphyllium pentamerum
Graphyllium planispora
Greeneria saprophytica
Gregarithecium curvisporum
Gregatothecium humicola
Gregorella humida
Greletia muelleri
Gremmenia abietis
Gremmenia infestans
Gremmenia pini-cembrae
Gremmeniella abietina
Gremmeniella balsamea
Gremmeniella laricina
Gremmeniella pinicola
Grifola acanthoides
Grifola amazonica
Grifola armeniaca
Grifola colensoi
Grifola frondosa
Grifola gargal
Grifola platypora
Grifola rosularis
Grifola sordulenta
Griggsia cyathea
Grimmicola parasiticus
Griphosphaerella canariensis
Griphosphaeria gmelinae
Griphosphaeria indica
Griphosphaeria polymorpha
Griphosphaeria sanguineae
Griphosphaerioma kansensis
Griphosphaerioma zelkovicola
Griseoporia taiwanensis
Groenewaldozyma auringiensis
Groenewaldozyma salmanticensis
Groenewaldozyma tartarivorans
Groenhiella bivestia
Gromochytrium mamkaevae
Grosmannia abieticola
Grosmannia abiocarpa
Grosmannia aenigmatica
Grosmannia alacris
Grosmannia americana
Grosmannia aoshimae
Grosmannia aurea
Grosmannia cainii
Grosmannia clavigera
Grosmannia crassivaginata
Grosmannia cucullata
Grosmannia davidsonii
Grosmannia dryocoetis
Grosmannia europhioides
Grosmannia francke-grosmanniae
Grosmannia galeiformis
Grosmannia huntii
Grosmannia laricis
Grosmannia olivacea
Grosmannia olivaceapini
Grosmannia pseudoeurophioides
Grosmannia robusta
Grosmannia sagmatospora
Grosmannia truncicola
Grosmannia wageneri
Grosmannia yunnanensis
Groveola indurata
Groveolopsis pandani
Grovesia pulchella
Grovesiella abieticola
Grovesiella grantii
Grovesinia moricola
Grovesinia pruni
Grovesinia pyramidalis
Guanomyces polythrix
Guceviczia setosa
Gudelia mexicana
Guedea novae-zelandiae
Guedea ovata
Guedea sacra
Guelichia paradoxa
Guepinia capitata
Guepinia helvelloides
Guepinia lutea
Guepinia monticola
Guepinia pennsylvanica
Guepiniopsis alpina
Guepiniopsis buccina
Guepiniopsis estonica
Guepiniopsis fulva
Guepiniopsis novoguineensis
Guepiniopsis oresbia
Guepiniopsis ovispora
Guepiniopsis pedunculata
Guepiniopsis suecica
Guestia gonetropospora
Guignardia abeana
Guignardia abietella-sibirica
Guignardia acaciae
Guignardia adianti
Guignardia adriatica
Guignardia agerati
Guignardia ahlesiana
Guignardia ailanthi
Guignardia albicans
Guignardia alhagi
Guignardia allamandae
Guignardia alnigena
Guignardia alternantherae
Guignardia alyxiae
Guignardia amomi
Guignardia anthurii
Guignardia apiahyna
Guignardia apocyni
Guignardia arachidis
Guignardia araliae
Guignardia araucariae
Guignardia ardisiae
Guignardia bambusina
Guignardia betulae
Guignardia bispora
Guignardia bulgarica
Guignardia bumeliae
Guignardia buxicola
Guignardia cabelludae
Guignardia cahirensis
Guignardia calami
Guignardia cambucae
Guignardia camelliae
Guignardia canavaliae
Guignardia capsici
Guignardia caricae
Guignardia caricicola
Guignardia caryophyllea
Guignardia cephalotaxi-nanae
Guignardia chandrapurensis
Guignardia chondri
Guignardia cinchonae
Guignardia cirsii
Guignardia clusiae
Guignardia cocogena
Guignardia codiaei
Guignardia concinna
Guignardia convolvuli
Guignardia coronillae
Guignardia crepidis
Guignardia cryptomeriae
Guignardia cyperi
Guignardia dieffenbachiae
Guignardia diffusa
Guignardia dodartiae
Guignardia durmitorensis
Guignardia echinophila
Guignardia effusa
Guignardia egyptiaca
Guignardia ellipsoidea
Guignardia epilobii
Guignardia eucrypta
Guignardia eugeniae
Guignardia eupatorii
Guignardia euphorbiae
Guignardia euphorbiae-spinosae
Guignardia fatsiae
Guignardia festiva
Guignardia fici
Guignardia fici-septicae
Guignardia flacourtiae
Guignardia foeniculacea
Guignardia franconica
Guignardia fulvida
Guignardia fuscocinerea
Guignardia fuscocoriacea
Guignardia galactina
Guignardia garciniae
Guignardia gaultheriae
Guignardia glycyrrhizae
Guignardia graminea
Guignardia graminicola
Guignardia harunganae
Guignardia haydenii
Guignardia heliconiae
Guignardia herbarum
Guignardia hernandiae
Guignardia heterostemmatis
Guignardia heterotrichi
Guignardia heveae
Guignardia heveicola
Guignardia hispanica
Guignardia humulina
Guignardia ilicis-formosanae
Guignardia istriaca
Guignardia jasmini
Guignardia jasminicola
Guignardia jussiaeae
Guignardia korthalsellae
Guignardia laricina
Guignardia latemarensis
Guignardia linderae
Guignardia lingue
Guignardia lonchocarpi
Guignardia lunulata
Guignardia lysimachiae
Guignardia mammeae
Guignardia manihoticola
Guignardia manihotis
Guignardia manokwaria
Guignardia medinillae
Guignardia melanostigma
Guignardia miconiae
Guignardia microsticta
Guignardia migrans
Guignardia miribelii
Guignardia moelleriana
Guignardia musicola
Guignardia myopori
Guignardia nilagiriaca
Guignardia oleandrina
Guignardia opuntiae
Guignardia oxyriae
Guignardia paulowniae
Guignardia pegani
Guignardia perpusilla
Guignardia perseae
Guignardia photiniae
Guignardia phytolaccae
Guignardia pinastri
Guignardia piperis
Guignardia plectroniae
Guignardia pleurothallis
Guignardia polygoni
Guignardia polygoni-chinensis
Guignardia poterii
Guignardia prasiolae
Guignardia psidii
Guignardia puiggarii
Guignardia pullulans
Guignardia punctiformis
Guignardia punctoidea
Guignardia ramulicola
Guignardia rathenowiana
Guignardia reticulata
Guignardia rhamni
Guignardia rhynchosporae
Guignardia rosae
Guignardia rugosa
Guignardia ryukyuensis
Guignardia sansevieriae
Guignardia sarcomphali
Guignardia sawadae
Guignardia schefflerae
Guignardia scirpicola
Guignardia sibirica
Guignardia singularis
Guignardia smilacicola
Guignardia smilacinae
Guignardia sophorae
Guignardia steppani
Guignardia stevensii
Guignardia sudetica
Guignardia sydowiana
Guignardia synedrellae
Guignardia theae
Guignardia tilakii
Guignardia tofieldiae
Guignardia traversoana
Guignardia trichosanthis
Guignardia tunetana
Guignardia ulmariae
Guignardia vaccinii
Guignardia valesiaca
Guignardia veronicae
Guignardia xanthosomatis
Guignardia xylostei
Guignardiella subiculosa
Guilliermondia saccoboloides
Gummiglobus agglutinosporus
Gummiglobus joyceae
Gummivena potorooi
Guttulispora crataegi
Guyanagarika anomala
Guyanagarika aurantia
Guyanagarika pakaraimensis
Guyanagaster lucianii
Guyanagaster necrorhizus
Guyanaporus albipodus
Gyalecta erythrozona
Gyalecta flotowii
Gyalecta foveolaris
Gyalecta geoica
Gyalecta herrei
Gyalecta jenensis
Gyalecta kukriensis
Gyalecta leucaspis
Gyalecta subclausa
Gyalecta truncigena
Gyalecta ulmi
Gyalectidium areolatum
Gyalectidium atrosquamulatum
Gyalectidium aurelii
Gyalectidium australe
Gyalectidium barbatum
Gyalectidium catenulatum
Gyalectidium caucasicum
Gyalectidium chilense
Gyalectidium ciliatum
Gyalectidium cinereodiscus
Gyalectidium conchiferum
Gyalectidium denticulatum
Gyalectidium eskuchei
Gyalectidium fantasticum
Gyalectidium filicinum
Gyalectidium floridense
Gyalectidium maracae
Gyalectidium nashii
Gyalectidium pallidum
Gyalectidium palmicola
Gyalectidium paolae
Gyalectidium plicatum
Gyalectidium puntilloi
Gyalectidium rosae-emiliae
Gyalectidium sanmartinense
Gyalectidium ulloae
Gyalectidium yahriae
Gyalidea asteriscus
Gyalidea culbersoniana
Gyalidea diaphana
Gyalidea dodgei
Gyalidea fritzei
Gyalidea fruticola
Gyalidea fuscoclavata
Gyalidea goughensis
Gyalidea hensseniae
Gyalidea hyalinescens
Gyalidea mayaguezensis
Gyalidea minuta
Gyalidea pacifica
Gyalidea phyllophila
Gyalidea polyspora
Gyalidea portoricensis
Gyalidea psammoica
Gyalidea rivularis
Gyalidea roseola
Gyalidea scutellaris
Gyalidea subscutellaris
Gyalideopsis actinoplacoides
Gyalideopsis albopruinosa
Gyalideopsis altamirensis
Gyalideopsis applanata
Gyalideopsis arvidssonii
Gyalideopsis chicaque
Gyalideopsis choshuencensis
Gyalideopsis cochlearifer
Gyalideopsis crenulata
Gyalideopsis dominicana
Gyalideopsis floridae
Gyalideopsis globispora
Gyalideopsis halocarpa
Gyalideopsis heardense
Gyalideopsis helvetica
Gyalideopsis intermedia
Gyalideopsis laevithallina
Gyalideopsis lobulata
Gyalideopsis macarthurii
Gyalideopsis mexicana
Gyalideopsis minutissima
Gyalideopsis montana
Gyalideopsis muscicola
Gyalideopsis pallescens
Gyalideopsis pallida
Gyalideopsis piceicola
Gyalideopsis pseudoactinoplaca
Gyalideopsis rubescens
Gyalideopsis rubra
Gyalideopsis scotica
Gyalideopsis tuerkii
Gyalideopsis verruculosa
Gyalideopsis vulgaris
Gyalideopsis wesselsii
Gymnascella aurantiaca
Gymnascella calcarea
Gymnascella citrina
Gymnascella confluens
Gymnascella devroeyi
Gymnascella hyalinospora
Gymnascella kamyschkoi
Gymnascella nodulosa
Gymnoascus alatosporus
Gymnoascus armeniacus
Gymnoascus arxii
Gymnoascus boliviensis
Gymnoascus corniculatus
Gymnoascus dugwayensis
Gymnoascus halophilus
Gymnoascus intermedius
Gymnoascus japonicus
Gymnoascus johnstonii
Gymnoascus longitrichus
Gymnoascus marginisporus
Gymnoascus petalosporus
Gymnoascus racovitzae
Gymnoascus reessii
Gymnoascus reticulatus
Gymnoascus rhousiogongylinus
Gymnoascus stercorarius
Gymnoascus sudans
Gymnoascus thermotolerans
Gymnoascus udagawae
Gymnoconia interstitialis
Gymnoconia nitens
Gymnoconia potentillae
Gymnoconia riddelliae
Gymnodochium fimicola
Gymnogaster boletoides
Gymnoglossum candidum
Gymnoglossum connectens
Gymnoglossum elasmomycetoides
Gymnoglossum foetidum
Gymnoglossum fulvum
Gymnoglossum globosum
Gymnoglossum majus
Gymnoglossum megasporum
Gymnoglossum olivaceum
Gymnoglossum reticulatum
Gymnoglossum stipitatum
Gymnoglossum utriculatum
Gymnographa cyclospora
Gymnographa eludens
Gymnographa heterospora
Gymnographopsis chilena
Gymnohydnotrya australiana
Gymnohydnotrya echinulata
Gymnohydnotrya ellipsospora
Gymnomyces abietis
Gymnomyces albus
Gymnomyces boranupensis
Gymnomyces brunnescens
Gymnomyces californicus
Gymnomyces cinnamomeus
Gymnomyces citrinus
Gymnomyces clelandii
Gymnomyces compactus
Gymnomyces costatisporus
Gymnomyces cremeus
Gymnomyces cristatus
Gymnomyces dominguezii
Gymnomyces eburneus
Gymnomyces eildonensis
Gymnomyces ellipsosporus
Gymnomyces fallax
Gymnomyces ferruginascens
Gymnomyces foetens
Gymnomyces fragrans
Gymnomyces fulvisporus
Gymnomyces furcatispinus
Gymnomyces fuscus
Gymnomyces gilkeyae
Gymnomyces glareus
Gymnomyces ilicis
Gymnomyces javanicus
Gymnomyces leucocarpus
Gymnomyces longisporus
Gymnomyces luteolus
Gymnomyces mistiformis
Gymnomyces monosporus
Gymnomyces monticola
Gymnomyces nanjingensis
Gymnomyces nondistinctus
Gymnomyces pallidus
Gymnomyces parksii
Gymnomyces parvisaxoides
Gymnomyces pilus
Gymnomyces pterospermus
Gymnomyces rodwayi
Gymnomyces rogersii
Gymnomyces rolfalexii
Gymnomyces roseomaculatus
Gymnomyces setiger
Gymnomyces solidus
Gymnomyces subalpinus
Gymnomyces subfulvus
Gymnomyces sublevisporus
Gymnomyces subochraceus
Gymnomyces vesiculosus
Gymnomyces westresii
Gymnomyces wirrabarensis
Gymnomyces xanthosporus
Gymnomyces xerophilus
Gymnopanella nothofagi
Gymnopaxillus crubensis
Gymnopaxillus morchelliformis
Gymnopaxillus nudus
Gymnopaxillus vestitus
Gymnopilus abramsii
Gymnopilus aculeatus
Gymnopilus acystidiatus
Gymnopilus aeruginosus
Gymnopilus alienus
Gymnopilus allantopus
Gymnopilus alpinus
Gymnopilus amarissimus
Gymnopilus angustifolius
Gymnopilus anomalus
Gymnopilus arenicola
Gymnopilus arenophilus
Gymnopilus areolatus
Gymnopilus armillatus
Gymnopilus aurantiacus
Gymnopilus aurantiobrunneus
Gymnopilus aurantiophyllus
Gymnopilus austropicreus
Gymnopilus avellanus
Gymnopilus baileyi
Gymnopilus bakeri
Gymnopilus bellulus
Gymnopilus braendlei
Gymnopilus brevipes
Gymnopilus brittoniae
Gymnopilus bryophilus
Gymnopilus caerulovirescens
Gymnopilus cantharelloides
Gymnopilus capitatus
Gymnopilus castaneus
Gymnopilus chilensis
Gymnopilus chrysimyces
Gymnopilus chrysites
Gymnopilus chrysopellus
Gymnopilus chrysotrichoides
Gymnopilus communis
Gymnopilus corsicus
Gymnopilus corticophilus
Gymnopilus crassitunicatus
Gymnopilus croceoluteus
Gymnopilus crociphyllus
Gymnopilus cyanopalmicola
Gymnopilus decipiens
Gymnopilus decurrens
Gymnopilus depressus
Gymnopilus dilepis
Gymnopilus dryophilus
Gymnopilus dulongjiangensis
Gymnopilus earlei
Gymnopilus eccentricus
Gymnopilus echinulisporus
Gymnopilus elongatipes
Gymnopilus epileatum
Gymnopilus excentriciformis
Gymnopilus ferruginosus
Gymnopilus flavidellus
